"범죄별","발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"절도","종로","범죄 발생지","","1932","2308","2485","2258","2202","1949","1648","1488","1519","1189","1081","1318","1174","1182",
"절도","중구","범죄 발생지","","2254","2398","2597","2565","2539","2147","1839","1858","2205","1641","1301","1376","1526","1429",
"절도","용산","범죄 발생지","","1603","1556","1574","1603","1593","1542","1385","1133","1020","1126","959","986","987","1105",
"절도","성동","범죄 발생지","","1389","1738","1620","1755","1608","1293","1074","998","976","1016","907","983","891","970",
"절도","광진","범죄 발생지","","2406","2899","3135","3169","3012","2646","2178","1767","1870","1665","1419","1669","1619","1321",
"절도","동대문","범죄 발생지","","2025","2193","2139","1816","1985","1940","1554","1453","1542","1444","1246","1561","1280","1625",
"절도","중랑","범죄 발생지","","1896","2165","2048","2382","2125","1687","1536","1527","1659","1510","1399","1508","1404","1441",
"절도","성북","범죄 발생지","","1863","2199","2292","2136","1788","1478","1347","1162","1087","996","891","1139","983","884",
"절도","강북","범죄 발생지","","1506","1357","1463","1505","1441","1227","1014","1116","1228","780","786","876","919","967",
"절도","도봉","범죄 발생지","","1413","1709","1531","1349","1066","866","634","785","791","871","774","968","1005","801",
"절도","노원","범죄 발생지","","1731","2303","2307","2404","2193","1854","1540","1414","1505","1402","1356","1503","1631","1508",
"절도","은평","범죄 발생지","","1964","2533","2400","2354","1911","1668","1388","1275","1566","1367","1424","1493","1610","1520",
"절도","서대문","범죄 발생지","","1862","4023","4134","1871","1797","1498","1229","1061","1217","1074","1024","1111","1190","1012",
"절도","마포","범죄 발생지","","2122","2936","2413","2787","2584","2541","2097","2023","2215","1500","1517","1458","1479","1478",
"절도","양천","범죄 발생지","","2009","1979","2035","2058","1891","1720","1591","1384","1483","1528","1350","1482","1409","1513",
"절도","강서","범죄 발생지","","2767","2802","2626","2318","2089","1953","1887","1729","2053","1691","1533","1997","1790","1672",
"절도","구로","범죄 발생지","","1989","2620","2434","2370","2311","1910","1732","1724","1917","1759","1393","1566","1636","1574",
"절도","금천","범죄 발생지","","1362","1474","1420","1385","1388","1117","988","1020","1132","999","1013","1115","983","891",
"절도","영등포","범죄 발생지","","2697","3055","3198","3108","2973","2355","2311","2287","2418","2193","1717","2062","1858","1793",
"절도","동작","범죄 발생지","","1701","2016","2366","1790","1880","1234","1230","1153","1333","1355","1136","1199","1189","1091",
"절도","관악","범죄 발생지","","2842","3240","3645","3192","2881","2256","2134","2171","2260","2220","1857","1971","2003","1965",
"절도","서초","범죄 발생지","","2295","2706","2952","2766","2643","2197","1821","1866","2289","2027","1506","1920","1944","1586",
"절도","강남","범죄 발생지","","4211","4656","4456","3886","3854","3587","3144","3022","2986","2958","2384","2520","2484","2101",
"절도","송파","범죄 발생지","","3998","4030","3905","4190","3242","2552","2279","2356","2413","2431","2026","2215","2415","2501",
"절도","강동","범죄 발생지","","2414","2525","2547","2430","2368","1755","1648","1516","1654","1636","1610","1672","1677","1665",
"절도","중구","범죄 발생지","","821","969","879","918","936","911","1021","939","705","697","583","615","657","578",
"절도","서구","범죄 발생지","","1410","923","900","835","783","769","672","720","609","459","417","552","714","664",
"절도","동구","범죄 발생지","","1103","1048","969","780","956","772","676","592","724","597","503","587","588","600",
"절도","영도","범죄 발생지","","652","607","583","529","517","559","411","327","353","375","307","367","468","445",
"절도","부산진","범죄 발생지","","3899","4286","3796","3337","3322","3006","2469","2357","2443","2327","2178","2355","2590","2678",
"절도","동래","범죄 발생지","","1882","1740","1860","1647","1320","1118","1108","1050","936","1017","926","909","1331","1264",
"절도","남구","범죄 발생지","","1330","1639","1605","1728","1349","1062","1053","824","936","866","679","658","683","863",
"절도","북구","범죄 발생지","","1471","1583","1360","1259","1043","1037","904","792","807","1033","909","1080","1009","1139",
"절도","해운대","범죄 발생지","","2584","2823","2531","2288","2350","1559","1539","1347","1307","1335","1233","1553","1536","1676",
"절도","사하","범죄 발생지","","1819","1875","1589","1714","1661","1148","1082","1042","1019","1032","909","831","939","955",
"절도","금정","범죄 발생지","","2000","1944","1814","1445","1245","1017","919","943","1031","948","775","818","880","880",
"절도","강서","범죄 발생지","","657","646","574","502","529","506","520","484","478","450","361","418","475","448",
"절도","연제","범죄 발생지","","1149","1281","1292","1031","1009","812","876","799","887","917","713","695","930","835",
"절도","수영","범죄 발생지","","1274","1416","1398","1369","1093","815","791","791","803","680","686","680","668","794",
"절도","사상","범죄 발생지","","1824","2144","2177","1968","1432","1162","1275","998","1023","970","954","997","952","798",
"절도","기장군","범죄 발생지","","830","582","578","596","658","555","527","408","499","540","565","629","654","450",
"절도","중구","범죄 발생지","","1356","1907","2271","1835","1674","1159","1109","1140","1482","1214","1335","1223","1235","1188",
"절도","동구","범죄 발생지","","2122","2225","2707","2380","1754","1213","1262","1311","1265","1224","1333","1150","1543","1272",
"절도","서구","범죄 발생지","","1428","1630","1940","1296","1154","755","704","669","689","747","765","1279","867","1025",
"절도","남구","범죄 발생지","","1274","1273","1506","1073","1132","705","650","540","726","679","648","699","656","681",
"절도","북구","범죄 발생지","","2431","3344","2763","2131","2052","1441","1232","1161","1340","1439","1541","1531","1641","1553",
"절도","수성","범죄 발생지","","2050","2288","2150","2085","1712","1213","934","977","1099","1008","1150","1166","1142","991",
"절도","달서","범죄 발생지","","3618","3251","3469","3144","2740","2257","2033","1720","2058","1867","1993","2030","2064","1963",
"절도","달성군","범죄 발생지","","569","660","680","683","561","450","409","685","631","524","563","748","713","911",
"절도","군위군","범죄 발생지","","","","","","","","","","","","","","16","93",
"절도","중구","범죄 발생지","","606","581","684","506","510","550","558","626","848","667","402","521","679","797",
"절도","동구","범죄 발생지","","197","225","264","252","199","187","186","138","190","138","123","147","180","207",
"절도","서구","범죄 발생지","","1382","1305","1504","1291","1353","1168","1201","1376","1331","1345","1504","1313","1297","1358",
"절도","미추홀","범죄 발생지","","1914","1894","2045","1829","1652","1675","1639","1527","1754","1360","1322","1478","1611","1444",
"절도","연수","범죄 발생지","","961","696","765","843","1056","1059","840","841","1017","863","945","1220","1243","1184",
"절도","남동","범죄 발생지","","1531","1739","2072","1858","2124","1803","1583","1638","1688","1582","1277","1315","1401","1243",
"절도","부평","범죄 발생지","","2297","2860","2519","2398","2594","2603","2282","2421","2390","2128","1786","1970","2209","2146",
"절도","계양","범죄 발생지","","1087","958","929","645","1039","849","824","755","733","756","656","747","734","824",
"절도","강화군","범죄 발생지","","149","134","157","104","140","120","102","133","169","133","150","173","173","168",
"절도","옹진군","범죄 발생지","","23","31","42","25","25","30","18","29","30","30","18","18","25","19",
"절도","동구","범죄 발생지","","1968","1754","1730","1254","1103","833","633","602","603","641","496","610","668","560",
"절도","서구","범죄 발생지","","3209","2818","3091","2623","2043","1421","1152","1161","1193","1221","1104","1124","1171","1246",
"절도","남구","범죄 발생지","","1325","1538","1621","1120","972","765","572","608","615","615","635","560","708","759",
"절도","북구","범죄 발생지","","3969","3620","3485","2972","2582","1790","1551","1429","1444","1327","1475","1614","1745","1875",
"절도","광산","범죄 발생지","","2894","2955","2496","2399","1743","1254","937","1060","1095","1164","1203","1303","1726","1670",
"절도","중구","범죄 발생지","","2821","3744","2267","2209","2084","1478","1150","1030","1225","1032","893","1044","1059","1171",
"절도","동구","범죄 발생지","","23","1198","2264","2248","1779","1341","1305","1010","1178","1043","900","1259","1175","1029",
"절도","서구","범죄 발생지","","3853","3796","3813","3458","2859","2113","1940","1755","1789","1637","1594","1873","1959","1873",
"절도","유성","범죄 발생지","","1985","1987","2009","2152","1625","1267","1077","1111","1026","923","1103","1313","1257","1066",
"절도","대덕","범죄 발생지","","1575","1526","1380","1397","1156","799","769","651","646","638","573","550","542","547",
"절도","중구","범죄 발생지","","1490","1191","1345","1378","1191","877","690","746","637","594","618","665","587","529",
"절도","동구","범죄 발생지","","938","986","1021","920","876","701","601","549","513","489","486","493","479","499",
"절도","남구","범죄 발생지","","2640","2317","2673","1923","1964","1511","1234","1036","1042","1002","1065","996","1021","955",
"절도","북구","범죄 발생지","","769","747","762","658","597","417","391","449","407","442","452","583","562","712",
"절도","울주군","범죄 발생지","","924","881","844","903","821","728","668","569","617","594","540","556","615","508",
"장물","종로","범죄 발생지","","46","41","33","109","29","24","26","12","18","8","7","5","12","6",
"장물","중구","범죄 발생지","","16","11","24","20","18","23","16","11","11","7","1","1","4","6",
"장물","용산","범죄 발생지","","28","18","33","20","17","24","34","8","5","1","1","2","1","-",
"장물","성동","범죄 발생지","","7","9","15","16","10","15","10","2","4","1","-","-","-","1",
"장물","광진","범죄 발생지","","18","23","46","27","36","22","23","10","7","2","3","-","5","2",
"장물","동대문","범죄 발생지","","6","15","73","29","32","28","20","5","7","4","-","-","1","2",
"장물","중랑","범죄 발생지","","8","12","15","17","26","56","10","7","4","2","1","-","2","-",
"장물","성북","범죄 발생지","","10","8","23","15","7","24","5","5","6","6","1","-","1","-",
"장물","강북","범죄 발생지","","8","15","32","18","13","15","6","3","9","2","-","2","3","-",
"장물","도봉","범죄 발생지","","14","5","11","19","33","7","9","17","3","2","1","-","1","-",
"장물","노원","범죄 발생지","","7","7","17","18","18","9","14","7","8","-","1","1","2","1",
"장물","은평","범죄 발생지","","9","24","19","15","17","8","10","5","4","2","1","2","2","1",
"장물","서대문","범죄 발생지","","2","14","34","8","6","5","3","5","2","4","-","1","-","-",
"장물","마포","범죄 발생지","","7","15","41","35","18","19","34","16","8","2","2","3","1","2",
"장물","양천","범죄 발생지","","12","7","18","11","13","8","13","4","4","2","1","1","-","1",
"장물","강서","범죄 발생지","","13","21","28","22","35","18","19","3","2","2","1","8","2","-",
"장물","구로","범죄 발생지","","15","14","53","24","22","17","9","7","-","2","2","3","1","3",
"장물","금천","범죄 발생지","","11","14","14","6","11","14","4","10","1","2","2","-","-","2",
"장물","영등포","범죄 발생지","","15","25","40","23","27","18","19","7","6","2","1","1","4","-",
"장물","동작","범죄 발생지","","9","6","37","20","21","8","11","5","3","-","1","-","-","-",
"장물","관악","범죄 발생지","","19","25","53","35","19","17","29","10","7","6","2","2","2","1",
"장물","서초","범죄 발생지","","21","22","25","25","15","33","19","6","6","2","1","2","2","2",
"장물","강남","범죄 발생지","","25","39","72","42","58","47","43","16","26","7","6","7","2","3",
"장물","송파","범죄 발생지","","17","13","36","30","22","20","15","7","8","-","1","2","6","3",
"장물","강동","범죄 발생지","","13","11","22","10","22","9","11","4","3","-","1","3","3","-",
"장물","중구","범죄 발생지","","21","36","94","38","38","26","32","36","23","14","4","2","6","4",
"장물","서구","범죄 발생지","","66","19","32","24","25","27","14","2","5","1","1","1","-","1",
"장물","동구","범죄 발생지","","29","60","181","72","41","24","19","19","83","59","5","-","2","3",
"장물","영도","범죄 발생지","","13","7","26","20","23","9","20","5","2","3","2","3","3","3",
"장물","부산진","범죄 발생지","","72","341","533","304","226","93","102","47","24","57","5","7","4","17",
"장물","동래","범죄 발생지","","25","71","148","131","76","38","31","14","7","10","8","1","7","6",
"장물","남구","범죄 발생지","","6","36","80","44","61","34","42","18","10","8","2","3","2","-",
"장물","북구","범죄 발생지","","19","49","93","82","43","36","20","28","10","6","4","2","2","1",
"장물","해운대","범죄 발생지","","32","120","107","129","83","50","50","22","19","23","13","3","15","10",
"장물","사하","범죄 발생지","","47","49","97","23","51","21","15","26","11","9","3","-","1","4",
"장물","금정","범죄 발생지","","13","75","73","24","45","15","15","10","8","11","8","1","3","14",
"장물","강서","범죄 발생지","","10","13","12","4","10","4","5","9","3","5","4","1","-","1",
"장물","연제","범죄 발생지","","15","71","182","68","53","30","25","11","7","3","4","1","3","8",
"장물","수영","범죄 발생지","","11","43","67","23","21","27","10","14","5","4","6","2","1","1",
"장물","사상","범죄 발생지","","33","67","138","57","63","31","55","28","9","9","2","2","1","2",
"장물","기장군","범죄 발생지","","11","22","36","16","13","6","3","4","6","3","3","1","4","-",
"장물","중구","범죄 발생지","","36","383","161","34","27","31","12","6","4","3","1","1","2","1",
"장물","동구","범죄 발생지","","21","52","102","32","26","32","7","6","3","2","-","4","1","-",
"장물","서구","범죄 발생지","","11","36","43","7","27","16","3","9","-","2","-","1","1","-",
"장물","남구","범죄 발생지","","44","33","101","23","17","3","2","2","1","4","1","1","1","-",
"장물","북구","범죄 발생지","","29","53","58","46","18","33","16","6","1","6","1","2","1","3",
"장물","수성","범죄 발생지","","21","24","117","53","98","22","13","1","1","2","1","4","-","3",
"장물","달서","범죄 발생지","","62","82","101","44","45","20","12","11","5","2","3","-","2","3",
"장물","달성군","범죄 발생지","","15","5","15","3","6","5","2","3","3","1","-","1","-","2",
"장물","군위군","범죄 발생지","","","","","","","","","","","","","","-","-",
"장물","중구","범죄 발생지","","30","29","62","156","43","22","23","23","75","6","-","2","3","2",
"장물","동구","범죄 발생지","","-","3","1","2","-","3","","-","3","1","-","-","-","-",
"장물","서구","범죄 발생지","","30","26","11","14","16","14","15","13","23","5","4","7","2","4",
"장물","미추홀","범죄 발생지","","42","79","60","25","36","18","20","9","9","7","5","4","2","3",
"장물","연수","범죄 발생지","","9","4","32","12","14","7","6","2","3","3","1","3","1","10",
"장물","남동","범죄 발생지","","14","12","23","20","25","32","11","7","40","13","4","2","5","2",
"장물","부평","범죄 발생지","","31","53","36","24","31","22","25","7","25","6","4","4","4","2",
"장물","계양","범죄 발생지","","14","10","13","16","11","10","5","4","3","-","3","3","-","-",
"장물","강화군","범죄 발생지","","1","1","-","1","-","-","","-","-","-","-","-","-","-",
"장물","옹진군","범죄 발생지","","-","-","-","-","-","-","","-","-","-","-","-","-","-",
"장물","동구","범죄 발생지","","8","16","14","9","18","17","4","5","1","-","1","2","-","1",
"장물","서구","범죄 발생지","","14","69","72","56","28","18","7","6","3","2","2","1","1","4",
"장물","남구","범죄 발생지","","9","5","5","9","26","2","4","3","2","1","1","-","-","1",
"장물","북구","범죄 발생지","","53","58","55","55","30","14","7","9","1","2","-","-","-","-",
"장물","광산","범죄 발생지","","9","11","110","10","20","6","9","4","1","4","2","2","4","2",
"장물","중구","범죄 발생지","","9","26","18","20","9","19","7","2","1","2","-","2","2","2",
"장물","동구","범죄 발생지","","1","5","14","12","22","14","11","8","1","-","2","3","4","1",
"장물","서구","범죄 발생지","","5","14","21","19","12","11","12","12","4","1","2","1","1","3",
"장물","유성","범죄 발생지","","7","5","12","9","6","3","4","5","7","1","-","1","3","1",
"장물","대덕","범죄 발생지","","3","14","24","88","6","1","4","-","2","2","1","1","1","1",
"장물","중구","범죄 발생지","","5","11","18","8","10","5","7","2","1","4","4","1","-","-",
"장물","동구","범죄 발생지","","2","1","6","6","3","10","2","1","1","1","-","-","2","2",
"장물","남구","범죄 발생지","","15","26","37","17","8","15","6","7","4","3","1","5","1","3",
"장물","북구","범죄 발생지","","11","8","10","1","4","2","3","3","5","1","-","1","1","1",
"장물","울주군","범죄 발생지","","2","8","10","8","2","9","4","-","1","3","1","1","2","1",
"사기","종로","범죄 발생지","","1917","1875","2038","2054","1790","1704","1563","1761","1920","1839","1539","1510","2064","2638",
"사기","중구","범죄 발생지","","2180","2068","2106","2377","2214","2193","1992","2206","2637","2381","1505","1724","2112","2084",
"사기","용산","범죄 발생지","","1568","1385","1885","1631","1590","1404","1326","1535","1503","1585","1080","1249","1673","2426",
"사기","성동","범죄 발생지","","1088","1244","1590","1552","1491","1185","1767","1493","1695","2057","1457","1616","1866","2963",
"사기","광진","범죄 발생지","","2012","2087","2516","2259","2210","1808","1599","1703","1742","2035","1954","1886","2097","2344",
"사기","동대문","범죄 발생지","","1988","1997","1917","2206","1988","1912","1784","1665","1857","2199","1728","1716","2094","2900",
"사기","중랑","범죄 발생지","","1637","1383","1556","1508","1482","1455","1221","1497","1668","1731","1493","1552","2019","3027",
"사기","성북","범죄 발생지","","1148","1354","1686","1558","1409","1416","1276","1380","1443","1548","1205","1200","2231","3045",
"사기","강북","범죄 발생지","","1741","1741","1703","1571","1560","1348","1266","1591","1879","1745","1185","1665","1764","2601",
"사기","도봉","범죄 발생지","","1114","1265","1207","1055","1115","1021","1043","1149","1241","1319","1162","1218","1306","1956",
"사기","노원","범죄 발생지","","1562","1552","2294","1654","1631","1541","1794","1888","1724","2566","1909","2030","2075","2469",
"사기","은평","범죄 발생지","","1299","1493","1755","1684","1473","1604","1524","1669","2027","2236","1809","1801","2509","3013",
"사기","서대문","범죄 발생지","","1446","3083","2749","1332","1372","1223","1642","1548","1526","1746","1226","1180","1536","2135",
"사기","마포","범죄 발생지","","1442","1621","2037","1952","1910","1795","1729","2111","1922","1980","1736","1640","1903","2957",
"사기","양천","범죄 발생지","","1758","1808","1989","1921","1832","1446","1420","1435","1627","1912","1445","1373","1703","2765",
"사기","강서","범죄 발생지","","2922","2904","2909","2582","2626","2291","2242","2494","2744","2908","2348","2670","2927","4525",
"사기","구로","범죄 발생지","","2139","2452","2320","1895","2126","2118","2038","2141","2231","2619","1908","1887","2120","3471",
"사기","금천","범죄 발생지","","1233","1137","1564","1429","1542","1599","1344","1417","1817","1698","1535","1861","1866","3271",
"사기","영등포","범죄 발생지","","2947","3291","3548","3285","3385","3107","3497","3334","3323","3466","2416","2810","3085","4600",
"사기","동작","범죄 발생지","","1709","1602","2025","1957","1743","1583","1314","1488","1496","1716","1346","1251","1744","2481",
"사기","관악","범죄 발생지","","2212","2190","2707","2478","2519","2489","2306","2536","2698","3031","2839","2934","4235","5117",
"사기","서초","범죄 발생지","","5152","4809","5042","4478","4594","4503","4227","4882","4997","4535","3189","3551","4359","5321",
"사기","강남","범죄 발생지","","8650","8717","8627","7936","7602","7721","7804","8317","8364","8721","6435","7162","8284","11214",
"사기","송파","범죄 발생지","","2905","2594","2865","2936","3040","3061","2931","2919","3460","3813","3088","3595","3834","5584",
"사기","강동","범죄 발생지","","1737","1778","2046","1813","1788","1705","1577","1726","1742","2048","1800","1769","2153","3137",
"사기","중구","범죄 발생지","","569","609","829","698","714","906","802","1385","949","1106","659","604","757","835",
"사기","서구","범죄 발생지","","552","684","723","969","790","575","564","586","977","864","818","881","850","1101",
"사기","동구","범죄 발생지","","935","1143","1253","1097","1072","893","992","1338","1268","1504","1153","1002","938","1170",
"사기","영도","범죄 발생지","","372","1722","471","522","516","690","928","586","595","635","570","595","680","731",
"사기","부산진","범죄 발생지","","2945","3102","3200","2597","2815","2809","2564","2731","3108","3322","3311","3821","3870","4581",
"사기","동래","범죄 발생지","","1225","1551","1753","1249","1247","1232","1195","1288","1786","1957","1664","1841","1663","2221",
"사기","남구","범죄 발생지","","1370","1043","1774","1102","1735","1822","1631","2051","2184","2897","2269","2171","2436","2896",
"사기","북구","범죄 발생지","","822","1038","1173","1176","1142","997","1045","1575","2185","2723","1529","2136","1627","2544",
"사기","해운대","범죄 발생지","","2701","2498","2364","1993","1988","2045","1904","2366","2867","3096","2798","2566","3146","3475",
"사기","사하","범죄 발생지","","1432","1555","1784","1563","1734","1724","1421","1641","1837","1945","1651","1956","2132","2255",
"사기","금정","범죄 발생지","","912","1431","1758","1413","1531","1381","1360","1633","1611","1942","1639","1760","2420","1758",
"사기","강서","범죄 발생지","","3996","625","900","610","771","686","758","903","985","1288","1474","1335","1507","1400",
"사기","연제","범죄 발생지","","1516","1701","1857","1704","1719","1562","1341","1619","2017","3466","2503","2076","2325","2206",
"사기","수영","범죄 발생지","","765","870","988","898","872","995","741","828","821","982","618","709","873","970",
"사기","사상","범죄 발생지","","1299","1542","2400","1829","1644","1707","1602","1729","2311","2746","1763","2342","2297","2171",
"사기","기장군","범죄 발생지","","383","544","555","712","667","681","602","741","962","1353","1324","1390","1540","1535",
"사기","중구","범죄 발생지","","885","1084","1097","1079","1515","925","859","1265","1192","1344","1478","1194","1198","1234",
"사기","동구","범죄 발생지","","2089","1655","1629","1304","1533","1457","1687","1639","2322","2553","2428","2605","2465","2657",
"사기","서구","범죄 발생지","","1093","985","1149","1073","1291","1107","966","1060","1223","1291","1205","930","1386","1396",
"사기","남구","범죄 발생지","","853","873","1069","987","947","995","765","947","1125","1184","1085","913","950","1412",
"사기","북구","범죄 발생지","","1322","1278","1319","1538","1889","1842","1733","1818","2328","2293","2384","2241","2656","3051",
"사기","수성","범죄 발생지","","1813","1842","1937","1948","1750","1713","1939","2195","2695","2967","2300","2240","2545","3586",
"사기","달서","범죄 발생지","","2604","2591","2542","2227","2351","2243","2328","2687","3541","4362","3568","3703","4012","4309",
"사기","달성군","범죄 발생지","","400","520","598","626","689","558","583","680","821","1140","817","1175","1130","1277",
"사기","군위군","범죄 발생지","","","","","","","","","","","","","","35","99",
"사기","중구","범죄 발생지","","516","636","1478","768","803","777","836","1260","1369","1344","978","1100","1385","1596",
"사기","동구","범죄 발생지","","186","220","293","286","238","227","236","261","339","336","234","189","190","261",
"사기","서구","범죄 발생지","","1093","1474","1749","1780","1976","2037","2146","2618","2987","3307","2694","2951","3681","5018",
"사기","미추홀","범죄 발생지","","2409","2438","3557","2942","2435","2444","2161","2373","2765","3291","2625","3329","3529","4240",
"사기","연수","범죄 발생지","","745","885","1196","1076","1156","1178","1241","1434","1553","2031","1803","1978","2660","2805",
"사기","남동","범죄 발생지","","1723","1999","3004","2395","2771","3186","2540","3146","2986","4071","2677","3011","3753","4292",
"사기","부평","범죄 발생지","","1645","1947","2051","2037","2560","2178","2107","2464","2671","2830","2326","2524","3324","3947",
"사기","계양","범죄 발생지","","933","1083","1538","1425","1327","1225","1189","1547","1548","1900","1274","1358","2004","2276",
"사기","강화군","범죄 발생지","","233","247","283","254","228","232","205","228","246","264","335","259","300","398",
"사기","옹진군","범죄 발생지","","52","72","97","80","86","84","73","84","77","79","56","60","92","86",
"사기","동구","범죄 발생지","","941","1061","1021","1189","1146","1210","984","802","954","1010","722","732","878","951",
"사기","서구","범죄 발생지","","1625","1851","2033","1961","2102","1619","1611","2189","2586","2459","2081","2301","2450","3092",
"사기","남구","범죄 발생지","","721","803","884","786","736","733","701","753","843","1059","867","821","1136","1376",
"사기","북구","범죄 발생지","","1967","2440","2219","2256","2005","1739","1606","1935","1984","2431","2089","2138","2501","3582",
"사기","광산","범죄 발생지","","1297","1411","1779","1645","2033","1687","1799","1970","2146","2183","1877","2365","2933","3792",
"사기","중구","범죄 발생지","","989","1689","1390","1411","1643","1612","1288","1564","1667","1942","1560","2159","1886","2843",
"사기","동구","범죄 발생지","","20","377","1073","1212","1087","1154","1210","1401","1852","2098","1959","1589","2064","2543",
"사기","서구","범죄 발생지","","2018","2628","3344","2609","2866","2415","2399","2706","2909","3372","3211","4616","4251","4939",
"사기","유성","범죄 발생지","","905","1040","1318","1104","1062","1475","1181","1438","1734","2010","1642","2320","2842","3003",
"사기","대덕","범죄 발생지","","782","850","1057","851","825","726","750","977","1183","1034","747","1106","1167","1403",
"사기","중구","범죄 발생지","","657","706","900","968","954","965","1031","1255","1348","1845","1138","1046","1526","1304",
"사기","동구","범죄 발생지","","408","558","722","680","740","668","777","858","876","981","760","626","1102","968",
"사기","남구","범죄 발생지","","1769","1877","1894","2095","2427","2059","1979","2307","2632","2698","2181","2229","2917","3039",
"사기","북구","범죄 발생지","","379","494","509","669","750","533","571","700","775","759","861","814","1064","1093",
"사기","울주군","범죄 발생지","","645","853","1115","954","1012","786","952","1156","1231","1313","1197","1014","1400","1937",
"횡령","종로","범죄 발생지","","267","285","378","394","496","536","579","664","687","610","532","838","826","770",
"횡령","중구","범죄 발생지","","329","336","364","554","591","631","633","709","718","661","554","725","825","850",
"횡령","용산","범죄 발생지","","225","230","277","338","477","681","787","693","611","524","403","595","512","628",
"횡령","성동","범죄 발생지","","175","186","184","262","369","333","434","441","499","482","394","497","545","572",
"횡령","광진","범죄 발생지","","278","275","270","310","531","558","540","549","667","659","514","710","751","694",
"횡령","동대문","범죄 발생지","","227","274","256","302","445","464","465","482","669","766","562","624","913","632",
"횡령","중랑","범죄 발생지","","194","240","200","291","348","495","518","530","570","516","445","473","487","478",
"횡령","성북","범죄 발생지","","163","243","256","277","403","484","422","443","361","370","321","456","419","413",
"횡령","강북","범죄 발생지","","193","189","209","197","331","427","326","401","389","346","248","278","296","309",
"횡령","도봉","범죄 발생지","","145","188","159","165","289","276","251","314","319","301","266","284","313","258",
"횡령","노원","범죄 발생지","","229","259","277","296","423","485","506","499","572","560","500","668","621","489",
"횡령","은평","범죄 발생지","","169","234","257","281","396","420","401","401","473","498","425","499","450","475",
"횡령","서대문","범죄 발생지","","196","463","478","299","396","459","561","494","467","421","367","452","491","449",
"횡령","마포","범죄 발생지","","279","386","467","634","731","716","809","918","961","1000","680","890","1129","1038",
"횡령","양천","범죄 발생지","","211","289","325","384","424","489","442","459","452","456","422","443","467","469",
"횡령","강서","범죄 발생지","","372","360","380","414","504","628","653","642","745","615","547","621","711","656",
"횡령","구로","범죄 발생지","","225","315","350","416","587","712","620","613","666","666","633","584","710","614",
"횡령","금천","범죄 발생지","","126","136","176","221","303","368","368","386","382","333","328","426","437","380",
"횡령","영등포","범죄 발생지","","358","413","466","523","755","907","795","895","931","938","702","952","1078","868",
"횡령","동작","범죄 발생지","","193","238","261","330","426","397","485","526","581","541","449","552","586","581",
"횡령","관악","범죄 발생지","","245","295","337","402","552","825","636","685","841","816","590","781","856","876",
"횡령","서초","범죄 발생지","","601","630","737","812","867","1033","1021","1051","1190","943","756","938","1188","1204",
"횡령","강남","범죄 발생지","","960","1100","1157","1155","1479","1617","1494","1681","1696","1719","1391","1815","1929","1715",
"횡령","송파","범죄 발생지","","420","409","468","471","1223","1325","1537","1539","1513","1300","1061","1100","1187","1111",
"횡령","강동","범죄 발생지","","184","184","261","244","405","479","484","454","459","482","406","477","454","458",
"횡령","중구","범죄 발생지","","66","72","102","91","130","119","128","188","221","155","106","157","177","266",
"횡령","서구","범죄 발생지","","48","56","97","89","93","74","85","56","118","77","81","102","135","160",
"횡령","동구","범죄 발생지","","100","123","114","156","147","136","127","147","177","219","155","191","208","214",
"횡령","영도","범죄 발생지","","31","45","62","53","68","76","85","83","84","75","68","92","93","860",
"횡령","부산진","범죄 발생지","","265","294","451","402","454","526","799","773","874","843","670","858","1062","830",
"횡령","동래","범죄 발생지","","144","158","229","180","245","186","223","209","288","256","290","328","310","315",
"횡령","남구","범죄 발생지","","113","112","177","144","192","174","184","182","248","244","225","345","354","371",
"횡령","북구","범죄 발생지","","91","80","154","159","171","165","165","167","206","242","187","197","200","228",
"횡령","해운대","범죄 발생지","","270","340","321","306","364","425","477","470","417","408","368","457","505","457",
"횡령","사하","범죄 발생지","","183","168","192","214","263","243","228","233","252","292","236","331","323","291",
"횡령","금정","범죄 발생지","","129","193","179","277","216","189","175","221","227","210","170","265","285","251",
"횡령","강서","범죄 발생지","","73","83","96","107","107","126","130","171","134","140","149","175","223","274",
"횡령","연제","범죄 발생지","","130","158","261","181","218","167","202","241","235","299","234","324","305","270",
"횡령","수영","범죄 발생지","","72","113","227","107","119","139","108","143","176","172","181","271","308","331",
"횡령","사상","범죄 발생지","","145","123","269","192","191","209","201","216","159","220","199","262","291","244",
"횡령","기장군","범죄 발생지","","58","45","83","94","103","127","148","194","165","163","164","174","171","255",
"횡령","중구","범죄 발생지","","119","135","106","132","207","246","329","288","432","324","308","391","464","337",
"횡령","동구","범죄 발생지","","147","161","182","182","293","335","389","418","466","456","440","500","498","661",
"횡령","서구","범죄 발생지","","85","96","103","95","133","149","159","150","187","173","149","201","188","237",
"횡령","남구","범죄 발생지","","67","80","100","91","142","129","168","196","195","278","228","273","228","176",
"횡령","북구","범죄 발생지","","170","125","157","194","260","313","286","337","396","379","355","392","384","349",
"횡령","수성","범죄 발생지","","151","178","216","228","281","293","292","311","380","334","304","375","380","417",
"횡령","달서","범죄 발생지","","252","249","307","286","417","425","400","476","558","506","435","428","396","423",
