"죄종별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"절도강제추행","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"절도강제추행","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"절도강제추행","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"절도강제추행","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강제추행","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강제추행","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강제추행","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강제추행","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강제추행","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강제추행·추행)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"16세미만아동·청소년추행","발생건수[건]","건","","","","","","","","","","","-","-",
"16세미만아동·청소년추행","검거건수[건]","건","","","","","","","","","","","-","-",
"16세미만아동·청소년추행","발생건수 대비 검거건수[%]","%","","","","","","","","","","","-","-",
"16세미만아동·청소년추행","검거인원[명]","명","","","","","","","","","","","-","-",
"16세미만아동·청소년추행","남자검거인원[명]","명","","","","","","","","","","","-","-",
"16세미만아동·청소년추행","여자검거인원[명]","명","","","","","","","","","","","-","-",
"16세미만아동·청소년추행","불상검거인원[명]","명","","","","","","","","","","","-","-",
"16세미만아동·청소년추행","법인체[개]","개","","","","","","","","","","","-","-",
"기타 강간·강제추행 등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"기타 강간·강제추행 등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"기타 강간·강제추행 등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"기타 강간·강제추행 등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"기타 강간·강제추행 등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"기타 강간·강제추행 등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"기타 강간·강제추행 등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"기타 강간·강제추행 등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등상해·치상","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"강간등살인·치사","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"친족관계에의한강간등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"장애인에대한준강간등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"청소년에대한강간등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"미성년자의제강간등","발생건수[건]","건","","","","","","-","-","-","-","-","","",
"미성년자의제강간등","검거건수[건]","건","","","","","","-","-","-","-","-","","",
"미성년자의제강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","","",
"미성년자의제강간등","검거인원[명]","명","","","","","","-","-","-","-","-","","",
"미성년자의제강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","","",
"미성년자의제강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","","",
"미성년자의제강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","","",
"미성년자의제강간등","법인체[개]","개","","","","","","-","-","-","-","-","","",
"13세미만미성년자강간등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"13세미만미성년자강간등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"13세미만미성년자강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"13세미만미성년자강간등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"13세미만미성년자강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"13세미만미성년자강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"13세미만미성년자강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"13세미만미성년자강간등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"주거침입강간등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"절도강간등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"절도강간등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"절도강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"절도강간등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도강간등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특수강도강간등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"방화","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"방화","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"방화","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"방화","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"방화","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"방화","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"방화","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"방화","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주·공용건조물등방화","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치상","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"현주건조물등방화치사","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"일반건조물등방화","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"일반건조물등방화","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"일반건조물등방화","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"일반건조물등방화","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"일반건조물등방화","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"일반건조물등방화","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"일반건조물등방화","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"일반건조물등방화","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자기소유건조물등방화","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"방화연소","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"방화연소","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"방화연소","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"방화연소","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화연소","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화연소","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화연소","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"방화연소","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"진화방해","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"진화방해","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"진화방해","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"진화방해","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"진화방해","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"진화방해","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"진화방해","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"진화방해","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(치사·상)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"폭발성물건파열(과실)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","발생건수[건]","건","","-","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","검거건수[건]","건","","-","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","남자검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","여자검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","불상검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(치사·상)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","발생건수[건]","건","","-","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","검거건수[건]","건","","-","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","남자검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","여자검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","불상검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등방출(과실)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","발생건수[건]","건","","-","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","검거건수[건]","건","","-","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","남자검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","여자검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","불상검거인원[명]","명","","-","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(치사·상)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"가스등공급사용방해(과실)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"자동차방화","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"자동차방화","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"자동차방화","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"자동차방화","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자동차방화","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자동차방화","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자동차방화","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자동차방화","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"폭발물파열(과실)","발생건수[건]","건","-","","","","","","","","","","","",
"폭발물파열(과실)","검거건수[건]","건","-","","","","","","","","","","","",
"폭발물파열(과실)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"폭발물파열(과실)","검거인원[명]","명","-","","","","","","","","","","","",
"폭발물파열(과실)","남자검거인원[명]","명","-","","","","","","","","","","","",
"폭발물파열(과실)","여자검거인원[명]","명","-","","","","","","","","","","","",
"폭발물파열(과실)","불상검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)","발생건수[건]","건","-","","","","","","","","","","","",
"가스등방류(유출·살포)","검거건수[건]","건","-","","","","","","","","","","","",
"가스등방류(유출·살포)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"가스등방류(유출·살포)","검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)","남자검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)","여자검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)","불상검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)치사상","발생건수[건]","건","-","","","","","","","","","","","",
"가스등방류(유출·살포)치사상","검거건수[건]","건","-","","","","","","","","","","","",
"가스등방류(유출·살포)치사상","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"가스등방류(유출·살포)치사상","검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)치사상","남자검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)치사상","여자검거인원[명]","명","-","","","","","","","","","","","",
"가스등방류(유출·살포)치사상","불상검거인원[명]","명","-","","","","","","","","","","","",
"가스·전기·증기공급사용방해","발생건수[건]","건","-","","","","","","","","","","","",
"가스·전기·증기공급사용방해","검거건수[건]","건","-","","","","","","","","","","","",
"가스·전기·증기공급사용방해","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"가스·전기·증기공급사용방해","검거인원[명]","명","-","","","","","","","","","","","",
"가스·전기·증기공급사용방해","남자검거인원[명]","명","-","","","","","","","","","","","",
"가스·전기·증기공급사용방해","여자검거인원[명]","명","-","","","","","","","","","","","",
"가스·전기·증기공급사용방해","불상검거인원[명]","명","-","","","","","","","","","","","",
"과실폭발물파열(방출·유출)","발생건수[건]","건","-","","","","","","","","","","","",
"과실폭발물파열(방출·유출)","검거건수[건]","건","-","","","","","","","","","","","",
"과실폭발물파열(방출·유출)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"과실폭발물파열(방출·유출)","검거인원[명]","명","-","","","","","","","","","","","",
"과실폭발물파열(방출·유출)","남자검거인원[명]","명","-","","","","","","","","","","","",
"과실폭발물파열(방출·유출)","여자검거인원[명]","명","-","","","","","","","","","","","",
"과실폭발물파열(방출·유출)","불상검거인원[명]","명","-","","","","","","","","","","","",
"업무상과실폭발물파열(방출·유출)","발생건수[건]","건","-","","","","","","","","","","","",
"업무상과실폭발물파열(방출·유출)","검거건수[건]","건","-","","","","","","","","","","","",
"업무상과실폭발물파열(방출·유출)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"업무상과실폭발물파열(방출·유출)","검거인원[명]","명","-","","","","","","","","","","","",
"업무상과실폭발물파열(방출·유출)","남자검거인원[명]","명","-","","","","","","","","","","","",
"업무상과실폭발물파열(방출·유출)","여자검거인원[명]","명","-","","","","","","","","","","","",
"업무상과실폭발물파열(방출·유출)","불상검거인원[명]","명","-","","","","","","","","","","","",
"절도범죄","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"절도범죄","검거건수[건]","건","-","-","","","","-","-","1","-","-","-","-",
"절도범죄","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"절도범죄","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도범죄","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도범죄","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도범죄","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도범죄","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"절도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"절도","검거건수[건]","건","-","-","","","","-","-","1","-","-","-","-",
"절도","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"절도","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"절도","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"절도(상습)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"절도(상습)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"절도(상습)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"절도(상습)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도(상습)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도(상습)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도(상습)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"절도(상습)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특수절도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
